"ROW_NO","WAGES","EDUCATION","AGE","SEX","LANGUAGE"
"533","12","12","53","Female","English"
"534",,"13.5","25","Male","English"
"535","17.4300003051758","17","34","Male","English"
"536",,"18","81","Male","Other"
"537","9.89000034332275","11","66","Female","English"
"538",,"12","57","Female","English"
"539","9.5600004196167","17","24","Female","English"
"540","12.1300001144409","12","51","Female","English"
"541",,"8","73","Female","Other"
"542",,"10","65","Male","French"
"543","15","12","32","Male","Other"
"544",,"9.5","66","Female","English"
"545","4.82000017166138","15","23","Male","English"
"546","17.8999996185303","13","45","Male","English"
"547","12.5500001907349","12.5","35","Female","Other"
"548","27.7299995422363","17","52","Female","English"
"549","10","14","26","Female","English"
"550","9.82999992370605","14","37","Female","English"
"551",,"8","60","Female","English"
"552",,"9","69","Female","English"
"553",,"0","88","Female","Other"
"554","22.2299995422363","16","41","Female","Other"
"555","19.2000007629395","18.1000003814697","43","Male","English"
"556","7.25","12","41","Male","English"
"557","12","13.5","41","Female","English"
"558","32.1599998474121","18","62","Female","English"
"559","5","11","16","Male","English"
"560",,"12","64","Male","English"
"561",,"12","18","Female","Other"
"562","24.3199996948242","16","21","Male","English"
"563","9.76000022888184","14","29","Female","French"
"564","21.6000003814697","11","48","Male","English"
"565",,"4","33","Male","Other"
"566","16.5","12","31","Female","English"
"567",,,"67","Male","Other"
"568","15","17","28","Male","English"
"569","19.2000007629395","18.5","27","Male","English"
"570","15.8400001525879","16.2999992370605","34","Male","English"
"571",,"10.1999998092651","19","Female","English"
"572",,"12.5","49","Female","English"
"573",,"12","34","Male","English"
"574","11.1999998092651","8.5","48","Male","French"
"575",,"12","66","Female","English"
"576","9","15.5","23","Male","English"
"577","9.60000038146973","10","54","Female","Other"
"578","14","17","38","Female","English"
"579",,"0","88","Male","Other"
"580",,"13","56","Male","English"
"581",,"13.3000001907349","37","Female","Other"
"582","20","13","33","Male","English"
"583","8","17","57","Female","English"
"584","7.48999977111816","12","36","Female","English"
"585","8.18000030517578","13.3000001907349","19","Female","Other"
"586",,"9","17","Male","English"
"587","18.7700004577637","13","32","Male","English"
"588","20.7600002288818","18","44","Female","Other"
"589","26.3799991607666","8","60","Male","Other"
"590",,"8","63","Female","English"
"591","10","16","38","Female","English"
"592",,"12","46","Female","English"
"593",,"10","32","Male","English"
"594","7.09999990463257","9","38","Female","Other"
"595","33.5999984741211","13","44","Male","English"
"596","30.2399997711182","17","52","Male","English"
"597",,"13","80","Female","English"
"598","13","18","29","Female","Other"
"599","18.7399997711182","17","41","Female","English"
"600","3.15000009536743","11.5","26","Female","English"
"601","11.2600002288818","12","55","Female","English"
"602",,"15","72","Female","English"
"603",,"12","35","Female","Other"
"604",,"13","82","Female","English"
"605","7.25","12","20","Female","English"
"606","12.5","11","35","Female","English"
"607","8.80000019073486","12.3000001907349","35","Female","French"
"608",,"16","56","Male","English"
"609",,"8","83","Female","Other"
"610","14.3999996185303","17","62","Female","English"
"611",,"9","37","Male","English"
"612",,"8","70","Female","English"
"613",,"5","49","Female","Other"
"614","24.3299999237061","15.3000001907349","37","Male","English"
"615",,"12.8999996185303","18","Female","English"
"616","9","17","44","Male","English"
"617","21.6000003814697","13.1000003814697","49","Female","English"
"618","12.789999961853","12","47","Female","French"
"619","15.3599996566772","11","64","Male","English"
"620",,"10","68","Male","English"
"621","14.4899997711182","16","53","Female","Other"
"622","14.0500001907349","15","33","Male","English"
"623","16.4200000762939","7.59999990463257","39","Male","French"
"624","8.97000026702881","13.1000003814697","22","Female","Other"
"625","8","11.1999998092651","60","Female","English"
"626","13.5","16.1000003814697","36","Female","English"
"627",,"11","55","Female","English"
"628",,"8","57","Female","Other"
"629","12","20","29","Male","English"
"630","10.25","12.1999998092651","23","Female","English"
"631","27.4300003051758","16","55","Male","English"
"632",,"10","45","Female","English"
"633",,"12","46","Female","Other"
"634",,"10","63","Male","English"
"635",,"15","55","Female","English"
"636","11.3199996948242","17.5","34","Male","English"
"637","15.7700004577637","12.5","33","Male","English"
"638",,,"26","Female","NA"
"639",,,"53","Male","NA"
"640","10.8699998855591","14","35","Male","English"
"641",,"8","85","Female","English"
"642","11.289999961853","10","38","Female","English"
"643","28.7999992370605","12","55","Male","English"
"644",,"12","33","Female","English"
"645","7.40999984741211","13","20","Male","English"
"646","15","13","32","Male","English"
"647","10.0500001907349","12","23","Female","French"
"648",,"15","23","Female","English"
"649","7.07999992370605","16","27","Male","English"
"650","18.2800006866455","16.1000003814697","37","Male","English"
"651","7",,"16","Male","NA"
"652",,"11","68","Female","Other"
"653","11.5","13.5","27","Male","English"
"654","16","15","46","Female","English"
"655","15","15.5","25","Female","English"
"656","12","13","47","Female","English"
"657","8.13000011444092","10","51","Female","English"
"658","19","8","53","Male","English"
"659",,"8","54","Male","Other"
"660","7","18.5","26","Female","English"
"661",,"13","53","Female","English"
"662",,"8","20","Male","English"
"663",,"13","70","Female","French"
"664",,"8","74","Male","English"
"665","8.60999965667725","12","55","Female","English"
"666","23.4599990844727","18","49","Female","English"
"667","5.92999982833862","10.5","28","Female","French"
"668",,,"71","Female","English"
"669",,"11","37","Female","English"
"670","19.75","17.3999996185303","43","Male","English"
"671","7.19999980926514","17","23","Female","English"
"672","13.4399995803833","10.6000003814697","38","Female","English"
"673","15.5","12","50","Female","English"
"674","7.11999988555908","12","35","Female","English"
"675","9.14000034332275","17","41","Female","English"
"676","17.8799991607666","16","38","Female","Other"
"677","18.75","15","27","Male","English"
"678",,,"18","Female","English"
"679",,"11","69","Female","English"
"680","20.5","17","39","Female","English"
"681",,"9.5","72","Male","English"
"682",,"14","37","Female","Other"
"683",,"13","55","Male","English"
"684","31.7999992370605","17.2999992370605","41","Male","English"
"685","6.75","12.6000003814697","19","Female","English"
"686",,"7","77","Female","English"
"687",,"15","74","Female","English"
"688",,"10","49","Female","English"
"689",,"12","34","Female","English"
"690",,"10","16","Male","English"
"691",,"12","24","Male","English"
"692","9.05000019073486","11.1000003814697","33","Female","English"
"693","7","11","17","Female","English"
"694","11.5","9","37","Female","English"
"695",,"10","16","Male","English"
"696","11","10","34","Female","French"
"697",,"11","86","Male","English"
"698","10.8100004196167","0","49","Male","Other"
"699","10.75",,"20","Male","English"
"700","25.0799999237061","14","38","Male","English"
"701",,"13","40","Male","Other"
"702",,"13","20","Female","English"
"703",,"11.5","42","Female","English"
"704",,"12","79","Male","English"
"705","6.69999980926514","11","19","Male","English"
"706",,"10","76","Male","English"
"707",,"12","78","Female","English"
"708","10.1999998092651","12","61","Female","English"
"709",,"14","21","Male","English"
"710","24","15","51","Male","Other"
"711",,"12","46","Male","English"
"712","16.2999992370605","12.1000003814697","26","Male","English"
"713","18.3899993896484","12","51","Male","English"
"714",,"10","34","Male","English"
"715","3.61999988555908","13","57","Male","French"
"716",,"9","56","Female","English"
"717","24","11","58","Male","English"
"718",,"14","35","Female","French"
"719","16","12.5","44","Female","English"
"720","14.5","12.6000003814697","36","Female","English"
"721",,"9","88","Male","English"
"722",,"8","24","Female","English"
"723","22.8099994659424","8","45","Male","Other"
"724","19.1800003051758","12","32","Male","English"
"725",,"8","74","Male","English"
"726","8","11","39","Female","English"
"727","13.6800003051758","12","37","Male","English"
"728",,"18","44","Female","English"
"729",,"12","32","Male","Other"
"730",,"14","31","Male","English"
"731",,"15","24","Male","English"
"732","9.42000007629395","12.5","49","Female","Other"
"733","28.7999992370605","16","38","Female","English"
"734",,"11","45","Female","Other"
"735",,"8","69","Male","English"
"736","28.7999992370605","14","54","Female","English"
"737",,"13.5","48","Female","English"
"738","21.2299995422363","15","37","Male","English"
"739","24.4599990844727","13","32","Female","English"
"740",,"8.19999980926514","32","Female","English"
"741",,"16","59","Female","English"
"742",,"13","43","Female","English"
"743","16","12.5","41","Male","English"
"744",,"13.5","34","Male","English"
"745",,"10","54","Female","English"
"746",,"13","47","Male","English"
"747",,"14.6000003814697","20","Male","English"
"748","17.0699996948242","14","32","Female","English"
"749",,"12","40","Female","French"
"750","38","17","46","Male","English"
"751",,"11","17","Male","English"
"752","20.1000003814697","14","42","Male","French"
"753","18.1900005340576","12","50","Female","French"
"754","8","13","37","Female","English"
"755",,"7","50","Female","English"
"756","7","13","23","Male","NA"
"757",,"6.90000009536743","56","Female","French"
"758",,"12","59","Female","English"
"759",,"9","26","Female","English"
"760",,"10","57","Male","English"
"761","27.8400001525879","17.2999992370605","41","Female","English"
"762",,"13","40","Male","English"
"763","17.5900001525879","9","61","Male","English"
"764",,"13","47","Female","English"
"765",,"12.3000001907349","47","Male","English"
"766","7","14.1000003814697","19","Male","English"
"767",,"17","56","Female","French"
"768","15.3599996566772","11","45","Male","English"
"769",,"13.5","70","Female","English"
"770",,"15","37","Male","English"
"771","14","8","64","Male","English"
"772",,"11","55","Male","English"
"773","15","13","34","Male","English"
"774","13.5900001525879","14.1000003814697","29","Female","English"
"775",,"16.5","29","Male","English"
"776",,"8","70","Male","Other"
"777",,"20","87","Female","English"
"778",,"10","47","Male","Other"
"779","9.60000038146973","10","17","Female","English"
"780",,"10","53","Female","English"
"781","17","11.5","34","Male","English"
"782","9.5","3","62","Female","Other"
"783","17.5","12","43","Female","French"
"784","17.8099994659424","13","34","Male","French"
"785","7.15999984741211","13.8000001907349","21","Male","English"
"786","5.75","12","17","Female","English"
"787",,"15","21","Female","Other"
"788",,"11","21","Female","English"
"789","15","13","64","Female","English"
"790","9.64999961853027","12.5","53","Female","English"
"791","18.0400009155273","15","30","Male","English"
"792",,"17","74","Male","English"
"793","27.75","16","36","Male","English"
"794",,"9.5","33","Male","English"
"795",,"12","37","Male","English"
"796",,"12","72","Female","English"
"797","15.3599996566772","12","41","Female","English"
"798","19.9099998474121","13","47","Female","English"
"799","12","7","38","Male","Other"
"800",,"13","62","Female","Other"
"801",,"15","50","Male","English"
"802","3.58999991416931","13.6000003814697","21","Female","English"
"803","7.19999980926514","11","18","Male","English"
"804","13","15","22","Male","English"
"805","7","9.5","27","Female","Other"
"806",,"8","77","Female","English"
"807","12.5600004196167","15","24","Male","English"
"808",,"14","26","Female","English"
"809",,"8.5","71","Female","Other"
"810",,"16","35","Male","Other"
"811","10.2799997329712",,"28","Female","French"
"812",,"14","23","Female","English"
"813","10.3900003433228",,"44","Female","English"
